-0.042710114,0.0012432301,0.4357109
-0.0073903096,0.0018689652,0.4370573
0.02606949,0.0030519613,0.43757448
0.05764836,0.004037592,0.43769026
0.08673609,0.0050298367,0.43747434
0.11281837,0.005974263,0.4359754
0.13537304,0.0067755925,0.4342115
0.15410607,0.007459431,0.4318081
0.16897751,0.007991494,0.42902827
0.18031187,0.008319815,0.42593122
0.18865052,0.008458354,0.42248031
0.19464909,0.008449597,0.41889602
0.19888318,0.008310106,0.41547382
0.20186037,0.008083308,0.4121438
0.2039849,0.007810357,0.408818
0.20553698,0.007499653,0.40560177
0.20670459,0.0071701785,0.4024924
0.20761544,0.006836288,0.39949673
0.20835239,0.0065055992,0.3966204
0.20896885,0.006182304,0.39386627
0.20949924,0.005871971,0.39123556
0.20996593,0.00557433,0.3887277
0.21038367,0.0052894866,0.38633883
0.2107625,0.005017504,0.38406456
0.2111093,0.004759747,0.38190013
0.21142898,0.0045154425,0.37984082
0.21172513,0.004283816,0.37788188
0.21200041,0.0040641003,0.37601858
0.212257,0.0038556778,0.37424648
0.2124966,0.0036578982,0.37256122
0.21272065,0.0034702742,0.3709586
0.2129304,0.0032921624,0.36943462
0.21312694,0.0031230843,0.36798555
0.21331124,0.0029625571,0.366608
0.21348415,0.0028101532,0.3652992
0.21364638,0.0026654154,0.36405575
0.21379869,0.002528001,0.36287436
0.21394172,0.0023974557,0.36175197
0.21407615,0.0022734827,0.36068565
0.21420251,0.0021557403,0.3596726
0.21432135,0.002043915,0.3587102
0.21443315,0.0019377065,0.35779586
0.2145384,0.0018368304,0.35692728
0.21463749,0.0017410371,0.35610208
0.21473084,0.0016500481,0.35531816
0.21481879,0.0015636433,0.35457346
0.2149017,0.0014815679,0.353866
0.21497987,0.0014036044,0.35319394
0.21505362,0.001329567,0.3525555
0.21512319,0.0012592353,0.35194904
